Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
A complementary mobile phase approach based on the peak count concept oriented to the full resolution of complex mixtures.,/pubmed/21782192,"Ortín A, Torres-Lapasió JR, García-Álvarez-Coque MC.",J Chromatogr A. 2011 Aug 26;1218(34):5829-36. doi: 10.1016/j.chroma.2011.06.087. Epub 2011 Jun 30.,J Chromatogr A.  2011,PubMed,citation,PMID:21782192,pubmed,21782192,create date:2011/07/26 | first author:Ortín A
Informatics and data mining tools and strategies for the human connectome project.,/pubmed/21743807,"Marcus DS, Harwell J, Olsen T, Hodge M, Glasser MF, Prior F, Jenkinson M, Laumann T, Curtiss SW, Van Essen DC.",Front Neuroinform. 2011 Jun 27;5:4. doi: 10.3389/fninf.2011.00004. eCollection 2011.,Front Neuroinform.  2011,PubMed,citation,PMID:21743807 | PMCID:PMC3127103,pubmed,21743807,create date:2011/07/12 | first author:Marcus DS
Model-based gene set analysis for Bioconductor.,/pubmed/21561920,"Bauer S, Robinson PN, Gagneur J.",Bioinformatics. 2011 Jul 1;27(13):1882-3. doi: 10.1093/bioinformatics/btr296. Epub 2011 May 10.,Bioinformatics.  2011,PubMed,citation,PMID:21561920 | PMCID:PMC3117381,pubmed,21561920,create date:2011/05/13 | first author:Bauer S
A class representative model for Pure Parsimony Haplotyping under uncertain data.,/pubmed/21464966,"Catanzaro D, Labbé M, Porretta L.",PLoS One. 2011 Mar 25;6(3):e17937. doi: 10.1371/journal.pone.0017937.,PLoS One.  2011,PubMed,citation,PMID:21464966 | PMCID:PMC3064666,pubmed,21464966,create date:2011/04/06 | first author:Catanzaro D
Optimization of a blueprint for in vitro glycolysis by metabolic real-time analysis.,/pubmed/21423171,"Bujara M, Schümperli M, Pellaux R, Heinemann M, Panke S.",Nat Chem Biol. 2011 May;7(5):271-7. doi: 10.1038/nchembio.541. Epub 2011 Mar 20.,Nat Chem Biol.  2011,PubMed,citation,PMID:21423171,pubmed,21423171,create date:2011/03/23 | first author:Bujara M
Human variation database: an open-source database template for genomic discovery.,/pubmed/21367872,"Fejes AP, Khodabakhshi AH, Birol I, Jones SJ.",Bioinformatics. 2011 Apr 15;27(8):1155-6. doi: 10.1093/bioinformatics/btr100. Epub 2011 Mar 2.,Bioinformatics.  2011,PubMed,citation,PMID:21367872,pubmed,21367872,create date:2011/03/04 | first author:Fejes AP
The MOLGENIS toolkit: rapid prototyping of biosoftware at the push of a button.,/pubmed/21210979,"Swertz MA, Dijkstra M, Adamusiak T, van der Velde JK, Kanterakis A, Roos ET, Lops J, Thorisson GA, Arends D, Byelas G, Muilu J, Brookes AJ, de Brock EO, Jansen RC, Parkinson H.",BMC Bioinformatics. 2010 Dec 21;11 Suppl 12:S12. doi: 10.1186/1471-2105-11-S12-S12.,BMC Bioinformatics.  2010,PubMed,citation,PMID:21210979 | PMCID:PMC3040526,pubmed,21210979,create date:2011/01/19 | first author:Swertz MA
Merged consensus clustering to assess and improve class discovery with microarray data.,/pubmed/21129181,"Simpson TI, Armstrong JD, Jarman AP.",BMC Bioinformatics. 2010 Dec 3;11:590. doi: 10.1186/1471-2105-11-590.,BMC Bioinformatics.  2010,PubMed,citation,PMID:21129181 | PMCID:PMC3002369,pubmed,21129181,create date:2010/12/07 | first author:Simpson TI
Assembling networks of microbial genomes using linear programming.,/pubmed/21092133,"Holloway C, Beiko RG.",BMC Evol Biol. 2010 Nov 20;10:360. doi: 10.1186/1471-2148-10-360.,BMC Evol Biol.  2010,PubMed,citation,PMID:21092133 | PMCID:PMC3224671,pubmed,21092133,create date:2010/11/26 | first author:Holloway C
GRISSOM platform: enabling distributed processing and management of biological data through fusion of grid and web technologies.,/pubmed/21078581,"Chatziioannou AA, Kanaris I, Doukas C, Moulos P, Kolisis FN, Maglogiannis I.",IEEE Trans Inf Technol Biomed. 2011 Jan;15(1):83-92. doi: 10.1109/TITB.2010.2092784. Epub 2010 Nov 15.,IEEE Trans Inf Technol Biomed.  2011,PubMed,citation,PMID:21078581,pubmed,21078581,create date:2010/11/17 | first author:Chatziioannou AA
Multivariate data analysis methods for the interpretation of microbial flow cytometric data.,/pubmed/21069590,"Davey HM, Davey CL.",Adv Biochem Eng Biotechnol. 2011;124:183-209. doi: 10.1007/10_2010_80.,Adv Biochem Eng Biotechnol.  2011,PubMed,citation,PMID:21069590,pubmed,21069590,create date:2010/11/12 | first author:Davey HM
Dynamic deterministic effects propagation networks: learning signalling pathways from longitudinal protein array data.,/pubmed/20823327,"Bender C, Henjes F, Fröhlich H, Wiemann S, Korf U, Beissbarth T.",Bioinformatics. 2010 Sep 15;26(18):i596-602. doi: 10.1093/bioinformatics/btq385.,Bioinformatics.  2010,PubMed,citation,PMID:20823327 | PMCID:PMC2935402,pubmed,20823327,create date:2010/09/09 | first author:Bender C
Structural synthetic biotechnology: from molecular structure to predictable design for industrial strain development.,/pubmed/20727604,"Chen Z, Wilmanns M, Zeng AP.",Trends Biotechnol. 2010 Oct;28(10):534-42. doi: 10.1016/j.tibtech.2010.07.004. Epub 2010 Aug 19. Review.,Trends Biotechnol.  2010,PubMed,citation,PMID:20727604,pubmed,20727604,create date:2010/08/24 | first author:Chen Z
Leaf senescence signaling: the Ca2+-conducting Arabidopsis cyclic nucleotide gated channel2 acts through nitric oxide to repress senescence programming.,/pubmed/20699402,"Ma W, Smigel A, Walker RK, Moeder W, Yoshioka K, Berkowitz GA.",Plant Physiol. 2010 Oct;154(2):733-43. doi: 10.1104/pp.110.161356. Epub 2010 Aug 10.,Plant Physiol.  2010,PubMed,citation,PMID:20699402 | PMCID:PMC2949008,pubmed,20699402,create date:2010/08/12 | first author:Ma W
BiDiBlast: comparative genomics pipeline for the PC.,/pubmed/20691399,de Almeida JM.,Genomics Proteomics Bioinformatics. 2010 Jun;8(2):135-8. doi: 10.1016/S1672-0229(10)60015-0.,Genomics Proteomics Bioinformatics.  2010,PubMed,citation,PMID:20691399 | PMCID:PMC5054440,pubmed,20691399,create date:2010/08/10 | first author:de Almeida JM
The Genome Analysis Toolkit: a MapReduce framework for analyzing next-generation DNA sequencing data.,/pubmed/20644199,"McKenna A, Hanna M, Banks E, Sivachenko A, Cibulskis K, Kernytsky A, Garimella K, Altshuler D, Gabriel S, Daly M, DePristo MA.",Genome Res. 2010 Sep;20(9):1297-303. doi: 10.1101/gr.107524.110. Epub 2010 Jul 19.,Genome Res.  2010,PubMed,citation,PMID:20644199 | PMCID:PMC2928508,pubmed,20644199,create date:2010/07/21 | first author:McKenna A
Mouse Resource Browser--a database of mouse databases.,/pubmed/20627861,"Zouberakis M, Chandras C, Swertz M, Smedley D, Gruenberger M, Bard J, Schughart K, Rosenthal N, Hancock JM, Schofield PN, Kollias G, Aidinis V.",Database (Oxford). 2010 Jul 6;2010:baq010. doi: 10.1093/database/baq010.,Database (Oxford).  2010,PubMed,citation,PMID:20627861 | PMCID:PMC2911845,pubmed,20627861,create date:2010/07/16 | first author:Zouberakis M
MetaBar - a tool for consistent contextual data acquisition and standards compliant submission.,/pubmed/20591175,"Hankeln W, Buttigieg PL, Fink D, Kottmann R, Yilmaz P, Glöckner FO.",BMC Bioinformatics. 2010 Jun 30;11:358. doi: 10.1186/1471-2105-11-358.,BMC Bioinformatics.  2010,PubMed,citation,PMID:20591175 | PMCID:PMC2912304,pubmed,20591175,create date:2010/07/02 | first author:Hankeln W
Integer programming-based method for completing signaling pathways and its application to analysis of colorectal cancer.,/pubmed/22081600,"Tamura T, Yamanishi Y, Tanabe M, Goto S, Kanehisa M, Horimoto K, Akutsu T.",Genome Inform. 2010;24:193-203.,Genome Inform.  2010,PubMed,citation,PMID:22081600,pubmed,22081600,create date:2010/07/01 | first author:Tamura T
TabSQL: a MySQL tool to facilitate mapping user data to public databases.,/pubmed/20573251,"Xia XQ, McClelland M, Wang Y.",BMC Bioinformatics. 2010 Jun 23;11:342. doi: 10.1186/1471-2105-11-342.,BMC Bioinformatics.  2010,PubMed,citation,PMID:20573251 | PMCID:PMC2909216,pubmed,20573251,create date:2010/06/25 | first author:Xia XQ
Accessing the SEED genome databases via Web services API: tools for programmers.,/pubmed/20546611,"Disz T, Akhter S, Cuevas D, Olson R, Overbeek R, Vonstein V, Stevens R, Edwards RA.",BMC Bioinformatics. 2010 Jun 14;11:319. doi: 10.1186/1471-2105-11-319.,BMC Bioinformatics.  2010,PubMed,citation,PMID:20546611 | PMCID:PMC2900279,pubmed,20546611,create date:2010/06/16 | first author:Disz T
A systems engineering approach to validation of a pulmonary physiology simulator for clinical applications.,/pubmed/20538754,"Das A, Gao Z, Menon PP, Hardman JG, Bates DG.",J R Soc Interface. 2011 Jan 6;8(54):44-55. doi: 10.1098/rsif.2010.0224. Epub 2010 Jun 10.,J R Soc Interface.  2011,PubMed,citation,PMID:20538754 | PMCID:PMC3024823,pubmed,20538754,create date:2010/06/12 | first author:Das A
Assessing the functional coherence of gene sets with metrics based on the Gene Ontology graph.,/pubmed/20529941,"Richards AJ, Muller B, Shotwell M, Cowart LA, Rohrer B, Lu X.",Bioinformatics. 2010 Jun 15;26(12):i79-87. doi: 10.1093/bioinformatics/btq203.,Bioinformatics.  2010,PubMed,citation,PMID:20529941 | PMCID:PMC2881388,pubmed,20529941,create date:2010/06/10 | first author:Richards AJ
L2-norm multiple kernel learning and its application to biomedical data fusion.,/pubmed/20529363,"Yu S, Falck T, Daemen A, Tranchevent LC, Suykens JA, De Moor B, Moreau Y.",BMC Bioinformatics. 2010 Jun 8;11:309. doi: 10.1186/1471-2105-11-309.,BMC Bioinformatics.  2010,PubMed,citation,PMID:20529363 | PMCID:PMC2906488,pubmed,20529363,create date:2010/06/10 | first author:Yu S
OptFlux: an open-source software platform for in silico metabolic engineering.,/pubmed/20403172,"Rocha I, Maia P, Evangelista P, Vilaça P, Soares S, Pinto JP, Nielsen J, Patil KR, Ferreira EC, Rocha M.",BMC Syst Biol. 2010 Apr 19;4:45. doi: 10.1186/1752-0509-4-45.,BMC Syst Biol.  2010,PubMed,citation,PMID:20403172 | PMCID:PMC2864236,pubmed,20403172,create date:2010/04/21 | first author:Rocha I
OpenFlyData: an exemplar data web integrating gene expression data on the fruit fly Drosophila melanogaster.,/pubmed/20382263,"Miles A, Zhao J, Klyne G, White-Cooper H, Shotton D.",J Biomed Inform. 2010 Oct;43(5):752-61. doi: 10.1016/j.jbi.2010.04.004.,J Biomed Inform.  2010,PubMed,citation,PMID:20382263,pubmed,20382263,create date:2010/04/13 | first author:Miles A
SWISS MADE: Standardized WithIn Class Sum of Squares to evaluate methodologies and dataset elements.,/pubmed/20360852,"Cabanski CR, Qi Y, Yin X, Bair E, Hayward MC, Fan C, Li J, Wilkerson MD, Marron JS, Perou CM, Hayes DN.",PLoS One. 2010 Mar 26;5(3):e9905. doi: 10.1371/journal.pone.0009905.,PLoS One.  2010,PubMed,citation,PMID:20360852 | PMCID:PMC2845619,pubmed,20360852,create date:2010/04/03 | first author:Cabanski CR
Asking complex questions of the genome without programming.,/pubmed/20238075,Woollard PM.,Methods Mol Biol. 2010;628:39-52. doi: 10.1007/978-1-60327-367-1_3.,Methods Mol Biol.  2010,PubMed,citation,PMID:20238075,pubmed,20238075,create date:2010/03/20 | first author:Woollard PM
The IronChip evaluation package: a package of perl modules for robust analysis of custom microarrays.,/pubmed/20193060,"Vainshtein Y, Sanchez M, Brazma A, Hentze MW, Dandekar T, Muckenthaler MU.",BMC Bioinformatics. 2010 Mar 1;11:112. doi: 10.1186/1471-2105-11-112.,BMC Bioinformatics.  2010,PubMed,citation,PMID:20193060 | PMCID:PMC2838865,pubmed,20193060,create date:2010/03/03 | first author:Vainshtein Y
"DraGnET: software for storing, managing and analyzing annotated draft genome sequence data.",/pubmed/20175920,"Duncan S, Sirkanungo R, Miller L, Phillips GJ.",BMC Bioinformatics. 2010 Feb 22;11:100. doi: 10.1186/1471-2105-11-100.,BMC Bioinformatics.  2010,PubMed,citation,PMID:20175920 | PMCID:PMC3098051,pubmed,20175920,create date:2010/02/24 | first author:Duncan S
miRMaid: a unified programming interface for microRNA data resources.,/pubmed/20074352,"Jacobsen A, Krogh A, Kauppinen S, Lindow M.",BMC Bioinformatics. 2010 Jan 14;11:29. doi: 10.1186/1471-2105-11-29.,BMC Bioinformatics.  2010,PubMed,citation,PMID:20074352 | PMCID:PMC2831003,pubmed,20074352,create date:2010/01/16 | first author:Jacobsen A
A response to information criterion-based clustering with order-restricted candidate profiles in short time-course microarray experiments.,/pubmed/20028515,"Peddada SD, Umbach DM, Harris SF.",BMC Bioinformatics. 2009 Dec 22;10:438; author reply 438. doi: 10.1186/1471-2105-10-438.,BMC Bioinformatics.  2009,PubMed,citation,PMID:20028515 | PMCID:PMC2813245,pubmed,20028515,create date:2009/12/24 | first author:Peddada SD
Genomic Sequence Variation Markup Language (GSVML).,/pubmed/19969503,"Nakaya J, Kimura M, Hiroi K, Ido K, Yang W, Tanaka H.",Int J Med Inform. 2010 Feb;79(2):130-42. doi: 10.1016/j.ijmedinf.2009.11.003. Epub 2009 Dec 6.,Int J Med Inform.  2010,PubMed,citation,PMID:19969503,pubmed,19969503,create date:2009/12/09 | first author:Nakaya J
Recourse-based facility-location problems in hybrid uncertain environment.,/pubmed/19955039,"Wang S, Watada J, Pedrycz W.",IEEE Trans Syst Man Cybern B Cybern. 2010 Aug;40(4):1176-87. doi: 10.1109/TSMCB.2009.2035630. Epub 2009 Dec 1.,IEEE Trans Syst Man Cybern B Cybern.  2010,PubMed,citation,PMID:19955039,pubmed,19955039,create date:2009/12/04 | first author:Wang S
PyNAST: a flexible tool for aligning sequences to a template alignment.,/pubmed/19914921,"Caporaso JG, Bittinger K, Bushman FD, DeSantis TZ, Andersen GL, Knight R.",Bioinformatics. 2010 Jan 15;26(2):266-7. doi: 10.1093/bioinformatics/btp636. Epub 2009 Nov 13.,Bioinformatics.  2010,PubMed,citation,PMID:19914921 | PMCID:PMC2804299,pubmed,19914921,create date:2009/11/17 | first author:Caporaso JG
Gene ARMADA: an integrated multi-analysis platform for microarray data implemented in MATLAB.,/pubmed/19860866,"Chatziioannou A, Moulos P, Kolisis FN.",BMC Bioinformatics. 2009 Oct 27;10:354. doi: 10.1186/1471-2105-10-354.,BMC Bioinformatics.  2009,PubMed,citation,PMID:19860866 | PMCID:PMC2771024,pubmed,19860866,create date:2009/10/29 | first author:Chatziioannou A
A state-mutating genetic algorithm to design ion-channel models.,/pubmed/19805381,"Menon V, Spruston N, Kath WL.",Proc Natl Acad Sci U S A. 2009 Sep 29;106(39):16829-34. doi: 10.1073/pnas.0903766106. Epub 2009 Sep 16.,Proc Natl Acad Sci U S A.  2009,PubMed,citation,PMID:19805381 | PMCID:PMC2757850,pubmed,19805381,create date:2009/10/07 | first author:Menon V
Dynamic programming for single nucleotide polymorphism ID identification in systematic association studies.,/pubmed/19502133,"Yang CH, Chuang LY, Cheng YH, Wen CH, Chang HW.",Kaohsiung J Med Sci. 2009 Apr;25(4):165-76. doi: 10.1016/S1607-551X(09)70057-9.,Kaohsiung J Med Sci.  2009,PubMed,citation,PMID:19502133,pubmed,19502133,create date:2009/06/09 | first author:Yang CH
Ingeneue: a software tool to simulate and explore genetic regulatory networks.,/pubmed/19399429,Kim KJ.,Methods Mol Biol. 2009;500:169-200. doi: 10.1007/978-1-59745-525-1_6.,Methods Mol Biol.  2009,PubMed,citation,PMID:19399429,pubmed,19399429,create date:2009/04/29 | first author:Kim KJ
[The application of gene expression programming in the diagnosis of heart disease].,/pubmed/19334550,"Dai W, Zhang Y, Gao X.",Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2009 Feb;26(1):38-41. Chinese. ,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi.  2009,PubMed,citation,PMID:19334550,pubmed,19334550,create date:2009/04/02 | first author:Dai W
"A method and program for estimating graphical models for linkage disequilibrium that scale linearly with the number of loci, and their application to gene drop simulation.",/pubmed/19289443,Thomas A.,Bioinformatics. 2009 May 15;25(10):1287-92. doi: 10.1093/bioinformatics/btp146. Epub 2009 Mar 16.,Bioinformatics.  2009,PubMed,citation,PMID:19289443 | PMCID:PMC2677740,pubmed,19289443,create date:2009/03/18 | first author:Thomas A
A genetic programming-based approach to the classification of multiclass microarray datasets.,/pubmed/19088122,"Liu KH, Xu CG.",Bioinformatics. 2009 Feb 1;25(3):331-7. doi: 10.1093/bioinformatics/btn644. Epub 2008 Dec 16.,Bioinformatics.  2009,PubMed,citation,PMID:19088122,pubmed,19088122,create date:2008/12/18 | first author:Liu KH
Artificial neural networks from MATLAB in medicinal chemistry. Bayesian-regularized genetic neural networks (BRGNN): application to the prediction of the antagonistic activity against human platelet thrombin receptor (PAR-1).,/pubmed/19075769,"Caballero J, Fernández M.",Curr Top Med Chem. 2008;8(18):1580-605.,Curr Top Med Chem.  2008,PubMed,citation,PMID:19075769,pubmed,19075769,create date:2008/12/17 | first author:Caballero J
Genetic Programming of Conventional Features to Detect Seizure Precursors.,/pubmed/19050744,"Smart O, Firpi H, Vachtsevanos G.",Eng Appl Artif Intell. 2007 Dec;20(8):1070-1085.,Eng Appl Artif Intell.  2007,PubMed,citation,PMID:19050744 | PMCID:PMC2390867,pubmed,19050744,create date:2008/12/04 | first author:Smart O
"QGene 4.0, an extensible Java QTL-analysis platform.",/pubmed/18940826,"Joehanes R, Nelson JC.",Bioinformatics. 2008 Dec 1;24(23):2788-9. doi: 10.1093/bioinformatics/btn523. Epub 2008 Oct 21.,Bioinformatics.  2008,PubMed,citation,PMID:18940826,pubmed,18940826,create date:2008/10/23 | first author:Joehanes R
Intervention in gene regulatory networks via a stationary mean-first-passage-time control policy.,/pubmed/18838357,"Vahedi G, Faryabi B, Chamberland JF, Datta A, Dougherty ER.",IEEE Trans Biomed Eng. 2008 Oct;55(10):2319-31. doi: 10.1109/TBME.2008.925677.,IEEE Trans Biomed Eng.  2008,PubMed,citation,PMID:18838357,pubmed,18838357,create date:2008/10/08 | first author:Vahedi G
"Neural networks for genetic epidemiology: past, present, and future.",/pubmed/18822147,"Motsinger-Reif AA, Ritchie MD.",BioData Min. 2008 Jul 17;1(1):3. doi: 10.1186/1756-0381-1-3.,BioData Min.  2008,PubMed,citation,PMID:18822147 | PMCID:PMC2553772,pubmed,18822147,create date:2008/09/30 | first author:Motsinger-Reif AA
tCal: transcriptional probability calculator using thermodynamic model.,/pubmed/18796477,"Zhou X, Su Z.",Bioinformatics. 2008 Nov 15;24(22):2639-40. doi: 10.1093/bioinformatics/btn494. Epub 2008 Sep 16.,Bioinformatics.  2008,PubMed,citation,PMID:18796477,pubmed,18796477,create date:2008/09/18 | first author:Zhou X
"The Synergizer service for translating gene, protein and other biological identifiers.",/pubmed/18697767,"Berriz GF, Roth FP.",Bioinformatics. 2008 Oct 1;24(19):2272-3. doi: 10.1093/bioinformatics/btn424. Epub 2008 Aug 12.,Bioinformatics.  2008,PubMed,citation,PMID:18697767 | PMCID:PMC2553440,pubmed,18697767,create date:2008/08/14 | first author:Berriz GF
A Java-based tool for the design of classification microarrays.,/pubmed/18680597,"Meng D, Broschat SL, Call DR.",BMC Bioinformatics. 2008 Aug 4;9:328. doi: 10.1186/1471-2105-9-328.,BMC Bioinformatics.  2008,PubMed,citation,PMID:18680597 | PMCID:PMC2533577,pubmed,18680597,create date:2008/08/06 | first author:Meng D
An immune network inspired evolutionary algorithm for the diagnosis of Parkinson's disease.,/pubmed/18619513,"Smith SL, Timmis J.",Biosystems. 2008 Oct-Nov;94(1-2):34-46. doi: 10.1016/j.biosystems.2008.05.024. Epub 2008 Jun 20.,Biosystems.  2008,PubMed,citation,PMID:18619513,pubmed,18619513,create date:2008/07/16 | first author:Smith SL
BioMAJ: a flexible framework for databanks synchronization and processing.,/pubmed/18593718,"Filangi O, Beausse Y, Assi A, Legrand L, Larré JM, Martin V, Collin O, Caron C, Leroy H, Allouche D.",Bioinformatics. 2008 Aug 15;24(16):1823-5. doi: 10.1093/bioinformatics/btn325. Epub 2008 Jun 30.,Bioinformatics.  2008,PubMed,citation,PMID:18593718 | PMCID:PMC3293366,pubmed,18593718,create date:2008/07/03 | first author:Filangi O
Application of the Linux cluster for exhaustive window haplotype analysis using the FBAT and Unphased programs.,/pubmed/18541045,"Mishima H, Lidral AC, Ni J.",BMC Bioinformatics. 2008 May 28;9 Suppl 6:S10. doi: 10.1186/1471-2105-9-S6-S10.,BMC Bioinformatics.  2008,PubMed,citation,PMID:18541045 | PMCID:PMC2423433,pubmed,18541045,create date:2008/06/27 | first author:Mishima H
Double feature selection and cluster analyses in mining of microarray data from cotton.,/pubmed/18570655,"Alabady MS, Youn E, Wilkins TA.",BMC Genomics. 2008 Jun 20;9:295. doi: 10.1186/1471-2164-9-295.,BMC Genomics.  2008,PubMed,citation,PMID:18570655 | PMCID:PMC2441630,pubmed,18570655,create date:2008/06/24 | first author:Alabady MS
Application of cryoprobe 1H nuclear magnetic resonance spectroscopy and multivariate analysis for the verification of corsican honey.,/pubmed/18564849,"Donarski JA, Jones SA, Charlton AJ.",J Agric Food Chem. 2008 Jul 23;56(14):5451-6. doi: 10.1021/jf072402x. Epub 2008 Jun 20.,J Agric Food Chem.  2008,PubMed,citation,PMID:18564849,pubmed,18564849,create date:2008/06/21 | first author:Donarski JA
Seasonal change detection of riparian zones with remote sensing images and genetic programming in a semi-arid watershed.,/pubmed/18524456,"Makkeasorn A, Chang NB, Li J.",J Environ Manage. 2009 Feb;90(2):1069-80. doi: 10.1016/j.jenvman.2008.04.004. Epub 2008 Jun 3.,J Environ Manage.  2009,PubMed,citation,PMID:18524456,pubmed,18524456,create date:2008/06/06 | first author:Makkeasorn A
Ontologizer 2.0--a multifunctional tool for GO term enrichment analysis and data exploration.,/pubmed/18511468,"Bauer S, Grossmann S, Vingron M, Robinson PN.",Bioinformatics. 2008 Jul 15;24(14):1650-1. doi: 10.1093/bioinformatics/btn250. Epub 2008 May 29.,Bioinformatics.  2008,PubMed,citation,PMID:18511468,pubmed,18511468,create date:2008/05/31 | first author:Bauer S
Adaptation changes the spatial frequency tuning of adult cat visual cortex neurons.,/pubmed/18496681,"Bouchard M, Gillet PC, Shumikhina S, Molotchnikoff S.",Exp Brain Res. 2008 Jun;188(2):289-303. doi: 10.1007/s00221-008-1362-4. Epub 2008 May 22.,Exp Brain Res.  2008,PubMed,citation,PMID:18496681,pubmed,18496681,create date:2008/05/23 | first author:Bouchard M
How granularity issues concern biomedical ontology integration.,/pubmed/18487840,"Schulz S, Boeker M, Stenzhorn H.",Stud Health Technol Inform. 2008;136:863-8.,Stud Health Technol Inform.  2008,PubMed,citation,PMID:18487840,pubmed,18487840,create date:2008/05/20 | first author:Schulz S
PhyloWidget: web-based visualizations for the tree of life.,/pubmed/18487241,"Jordan GE, Piel WH.",Bioinformatics. 2008 Jul 15;24(14):1641-2. doi: 10.1093/bioinformatics/btn235. Epub 2008 May 16.,Bioinformatics.  2008,PubMed,citation,PMID:18487241,pubmed,18487241,create date:2008/05/20 | first author:Jordan GE
Developing a DNA variant database.,/pubmed/18453092,Fung DC.,Methods Mol Med. 2008;141:219-43.,Methods Mol Med.  2008,PubMed,citation,PMID:18453092,pubmed,18453092,create date:2008/05/06 | first author:Fung DC
Finding alternatives and reduced formulations for process-based models.,/pubmed/18386996,Bernhardt K.,Evol Comput. 2008 Spring;16(1):63-88. doi: 10.1162/evco.2008.16.1.63.,Evol Comput.  2008,PubMed,citation,PMID:18386996,pubmed,18386996,create date:2008/04/05 | first author:Bernhardt K
JCoast - a biologist-centric software tool for data mining and comparison of prokaryotic (meta)genomes.,/pubmed/18380896,"Richter M, Lombardot T, Kostadinov I, Kottmann R, Duhaime MB, Peplies J, Glöckner FO.",BMC Bioinformatics. 2008 Apr 1;9:177. doi: 10.1186/1471-2105-9-177.,BMC Bioinformatics.  2008,PubMed,citation,PMID:18380896 | PMCID:PMC2311307,pubmed,18380896,create date:2008/04/03 | first author:Richter M
A software framework for microarray and gene expression object model (MAGE-OM) array design annotation.,/pubmed/18366695,"Qureshi M, Ivens A.",BMC Genomics. 2008 Mar 20;9:133. doi: 10.1186/1471-2164-9-133.,BMC Genomics.  2008,PubMed,citation,PMID:18366695 | PMCID:PMC2358904,pubmed,18366695,create date:2008/03/28 | first author:Qureshi M
A suite of Perl modules for handling microarray data.,/pubmed/18353790,"Morris JA, Gayther SA, Jacobs IJ, Jones C.",Bioinformatics. 2008 Apr 15;24(8):1102-3. doi: 10.1093/bioinformatics/btn085. Epub 2008 Mar 18.,Bioinformatics.  2008,PubMed,citation,PMID:18353790,pubmed,18353790,create date:2008/03/21 | first author:Morris JA
Comparison of approaches for machine-learning optimization of neural networks for detecting gene-gene interactions in genetic epidemiology.,/pubmed/18265411,"Motsinger-Reif AA, Dudek SM, Hahn LW, Ritchie MD.",Genet Epidemiol. 2008 May;32(4):325-40. doi: 10.1002/gepi.20307.,Genet Epidemiol.  2008,PubMed,citation,PMID:18265411,pubmed,18265411,create date:2008/02/12 | first author:Motsinger-Reif AA
"SeqAn an efficient, generic C++ library for sequence analysis.",/pubmed/18184432,"Döring A, Weese D, Rausch T, Reinert K.",BMC Bioinformatics. 2008 Jan 9;9:11. doi: 10.1186/1471-2105-9-11.,BMC Bioinformatics.  2008,PubMed,citation,PMID:18184432 | PMCID:PMC2246154,pubmed,18184432,create date:2008/01/11 | first author:Döring A
Optimization of semiconductor quantum devices by evolutionary search.,/pubmed/18064261,"Goldoni G, Rossi F.",Opt Lett. 2000 Jul 15;25(14):1025-7.,Opt Lett.  2000,PubMed,citation,PMID:18064261,pubmed,18064261,create date:2007/12/08 | first author:Goldoni G
Application of MUTIC to the exploration of gene expression data in prostate cancer.,/pubmed/18058710,"Goertzel B, Pennachin C, Coelho LS, Mudado MA.",Genet Mol Res. 2007 Oct 5;6(4):890-900.,Genet Mol Res.  2007,PubMed,citation,PMID:18058710,pubmed,18058710,create date:2007/12/07 | first author:Goertzel B
Direct maximum parsimony phylogeny reconstruction from genotype data.,/pubmed/18053244,"Sridhar S, Lam F, Blelloch GE, Ravi R, Schwartz R.",BMC Bioinformatics. 2007 Dec 5;8:472.,BMC Bioinformatics.  2007,PubMed,citation,PMID:18053244 | PMCID:PMC2222657,pubmed,18053244,create date:2007/12/07 | first author:Sridhar S
Dynamic visual data mining: biological sequence analysis and annotation using SeqVISTA.,/pubmed/18048119,"Niu T, Hu Z.",Int J Bioinform Res Appl. 2005;1(1):18-30.,Int J Bioinform Res Appl.  2005,PubMed,citation,PMID:18048119,pubmed,18048119,create date:2007/12/01 | first author:Niu T
"PedVizApi: a Java API for the interactive, visual analysis of extended pedigrees.",/pubmed/18033791,"Fuchsberger C, Falchi M, Forer L, Pramstaller PP.",Bioinformatics. 2008 Jan 15;24(2):279-81. Epub 2007 Nov 22.,Bioinformatics.  2008,PubMed,citation,PMID:18033791,pubmed,18033791,create date:2007/11/24 | first author:Fuchsberger C
Detecting high-order interactions of single nucleotide polymorphisms using genetic programming.,/pubmed/18006552,"Nunkesser R, Bernholt T, Schwender H, Ickstadt K, Wegener I.",Bioinformatics. 2007 Dec 15;23(24):3280-8. Epub 2007 Nov 15.,Bioinformatics.  2007,PubMed,citation,PMID:18006552,pubmed,18006552,create date:2007/11/17 | first author:Nunkesser R
"An open source infrastructure for managing knowledge and finding potential collaborators in a domain-specific subset of PubMed, with an example from human genome epidemiology.",/pubmed/17996092,"Yu W, Yesupriya A, Wulf A, Qu J, Khoury MJ, Gwinn M.",BMC Bioinformatics. 2007 Nov 9;8:436.,BMC Bioinformatics.  2007,PubMed,citation,PMID:17996092 | PMCID:PMC2248211,pubmed,17996092,create date:2007/11/13 | first author:Yu W
